t,S,I,R,R0,beta, gamma
191,7.507015139104644,0.0010062207380510395,92.49197864015728,2.74999999725,0.25,0.090909091
192,7.506996254818859,0.0009336304111940459,92.49207011476993,2.74999999725,0.25,0.090909091
193,7.506978732918859,0.0008662768191829857,92.49215499026194,2.74999999725,0.25,0.090909091
194,7.506962475114713,0.0008037821851427573,92.49223374270012,2.74999999725,0.25,0.090909091
195,7.506947390207958,0.0007457959840845165,92.49230681380793,2.74999999725,0.25,0.090909091
196,7.506933393579917,0.0006919929771408198,92.49237461344292,2.74999999725,0.25,0.090909091
197,7.506920406716946,0.0006420713875811171,92.49243752189545,2.74999999725,0.25,0.090909091
198,7.506908356769942,0.0005957512083840134,92.49249589202165,2.74999999725,0.25,0.090909091
199,7.50689717614563,0.0005527726318796056,92.49255005122247,2.74999999725,0.25,0.090909091
200,7.506886802127357,0.000512894592659022,92.49260030327996,2.74999999725,0.25,0.090909091
201,7.506877176523236,0.0004758934155828613,92.49264693006116,2.74999999725,0.25,0.090909091
202,7.506868245339686,0.00044156156130907977,92.49269019309898,2.74999999725,0.25,0.090909091
203,7.506859958478529,0.0004097064623073149,92.49273033505914,2.74999999725,0.25,0.090909091
204,7.506852269455937,0.0003801494428336928,92.4927675811012,2.74999999725,0.25,0.090909091
205,7.506845135141668,0.00035272471681069663,92.49280214014149,2.74999999725,0.25,0.090909091
206,7.5068385155171065,0.0003272784579932903,92.49283420602487,2.74999999725,0.25,0.090909091
207,7.506832373450772,0.00030366793720764627,92.49286395861199,2.74999999725,0.25,0.090909091
208,7.506826674490017,0.0002817607218247775,92.49289156478812,2.74999999725,0.25,0.090909091
209,7.506821386667761,0.0002614339329802276,92.49291717939923,2.74999999725,0.25,0.090909091
210,7.506816480323163,0.0002425735563746818,92.49294094612043,2.74999999725,0.25,0.090909091
211,7.506811927935236,0.0002250738027907324,92.49296299826194,2.74999999725,0.25,0.090909091
212,7.506807703968468,0.00020883651473975167,92.49298345951676,2.74999999725,0.25,0.090909091
213,7.506803784729573,0.00019377061591144848,92.4930024446545,2.74999999725,0.25,0.090909091
214,7.506800148234591,0.00017979160033866216,92.49302006016505,2.74999999725,0.25,0.090909091
215,7.506796774085561,0.0001668210584126231,92.49303640485601,2.74999999725,0.25,0.090909091
216,7.506793643356103,0.00015478623709052716,92.49305157040679,2.74999999725,0.25,0.090909091
217,7.506790738485251,0.0001436196318289923,92.49306564188291,2.74999999725,0.25,0.090909091
218,7.506788043178946,0.0001332586079548603,92.49307869821308,2.74999999725,0.25,0.090909091
219,7.506785542318634,0.00012364504934987415,92.493090812632,2.74999999725,0.25,0.090909091
220,7.5067832218764625,0.00011472503247892422,92.49310205309105,2.74999999725,0.25,0.090909091
221,7.50678106883659,0.0001064485239336748,92.49311248263946,2.74999999725,0.25,0.090909091
222,7.506779071122179,9.876909979524995E-05,92.49312215977801,2.74999999725,0.25,0.090909091
223,7.5067772175276515,9.164368524201689E-05,92.49313113878709,2.74999999725,0.25,0.090909091
224,7.5067754976558305,8.503231294203763E-05,92.49313947003121,2.74999999725,0.25,0.090909091
225,7.5067739018596225,7.889789887510518E-05,92.49314720024148,2.74999999725,0.25,0.090909091
226,7.506772421187902,7.320603432702744E-05,92.49315437277775,2.74999999725,0.25,0.090909091
227,7.506771047335303,6.792479288951924E-05,92.49316102787179,2.74999999725,0.25,0.090909091
228,7.506769772595631,6.302455138321801E-05,92.49316720285297,2.74999999725,0.25,0.090909091
229,7.5067685898186385,5.847782369942422E-05,92.49317293235765,2.74999999725,0.25,0.090909091
230,7.506767492369913,5.4259106628620786E-05,92.49317824852345,2.74999999725,0.25,0.090909091
231,7.506766474093668,5.0344736811052707E-05,92.49318318116951,2.74999999725,0.25,0.090909091
232,7.506765529278212,4.6712758007026365E-05,92.49318775796377,2.74999999725,0.25,0.090909091
233,7.506764652623908,4.334279794246628E-05,92.49319200457813,2.74999999725,0.25,0.090909091
234,7.506763839213449,4.021595403897082E-05,92.4931959448325,2.74999999725,0.25,0.090909091
235,7.506763084484275,3.7314687387438245E-05,92.49319960082832,2.74999999725,0.25,0.090909091
236,7.506762384202981,3.46227243705698E-05,92.49320299307263,2.74999999725,0.25,0.090909091
237,7.506761734441568,3.212496538245681E-05,92.49320614059303,2.74999999725,0.25,0.090909091
238,7.5067611315554155,2.980740013326441E-05,92.49320906104444,2.74999999725,0.25,0.090909091
239,7.506760572162833,2.7657029063958837E-05,92.49321177080809,2.74999999725,0.25,0.090909091
240,7.506760053126095,2.5661790430294978E-05,92.49321428508345,2.74999999725,0.25,0.090909091
241,7.506759571533837,2.3810492647078945E-05,92.4932166179735,2.74999999725,0.25,0.090909091
242,7.506759124684728,2.2092751513224302E-05,92.49321878256374,2.74999999725,0.25,0.090909091
243,7.506758710072318,2.0498931965496427E-05,92.49322079099571,2.74999999725,0.25,0.090909091
244,7.506758325370978,1.9020094034240227E-05,92.49322265453497,2.74999999725,0.25,0.090909091
245,7.506757968422854,1.7647942697955104E-05,92.49322438363444,2.74999999725,0.25,0.090909091
246,7.5067576372257685,1.6374781355449278E-05,92.49322598799287,2.74999999725,0.25,0.090909091
247,7.506757329921981,1.5193468654596439E-05,92.49322747660936,2.74999999725,0.25,0.090909091
248,7.506757044787776,1.4097378435544663E-05,92.49322885783378,2.74999999725,0.25,0.090909091
249,7.506756780223788,1.3080362563696456E-05,92.49323013941364,2.74999999725,0.25,0.090909091
250,7.506756534746037,1.2136716443987416E-05,92.4932313285375,2.74999999725,0.25,0.090909091
251,7.506756306977598,1.1261147023030423E-05,92.49323243187537,2.74999999725,0.25,0.090909091
252,7.506756095640882,1.0448743099646709E-05,92.49323345561601,2.74999999725,0.25,0.090909091
253,7.506755899550467,9.694947777252951E-06,92.49323440550174,2.74999999725,0.25,0.090909091
254,7.506755717606451,8.995532903587233E-06,92.49323528686062,2.74999999725,0.25,0.090909091
255,7.506755548788281,8.346575354403827E-06,92.49323610463634,2.74999999725,0.25,0.090909091
256,7.506755392149029,7.744435028109599E-06,92.49323686341592,2.74999999725,0.25,0.090909091
257,7.50675524681008,7.185734427911619E-06,92.49323756745547,2.74999999725,0.25,0.090909091
258,7.506755111956206,6.6673397169500425E-06,92.49323822070406,2.74999999725,0.25,0.090909091
259,7.50675498683099,6.186343140152325E-06,92.49323882682584,2.74999999725,0.25,0.090909091
260,7.506754870732585,5.740046714210957E-06,92.49323938922068,2.74999999725,0.25,0.090909091
261,7.506754763009775,5.325947094199841E-06,92.4932399110431,2.74999999725,0.25,0.090909091
262,7.506754663058328,4.941721531944349E-06,92.49324039522011,2.74999999725,0.25,0.090909091
263,7.5067545703176,4.585214847383808E-06,92.49324084446752,2.74999999725,0.25,0.090909091
264,7.506754484267394,4.254427339847159E-06,92.49324126130523,2.74999999725,0.25,0.090909091
265,7.50675440442504,3.947503571434574E-06,92.49324164807135,2.74999999725,0.25,0.090909091
266,7.506754330342691,3.6627219595895784E-06,92.4932420069353,2.74999999725,0.25,0.090909091
267,7.506754261604806,3.398485120485027E-06,92.49324233991003,2.74999999725,0.25,0.090909091
268,7.506754197825824,3.1533109090577118E-06,92.49324264886322,2.74999999725,0.25,0.090909091
269,7.506754138648,2.925824105433939E-06,92.49324293552785,2.74999999725,0.25,0.090909091
270,7.506754083739394,2.714748701114107E-06,92.49324320151186,2.74999999725,0.25,0.090909091
271,7.506754032792017,2.5189007416484293E-06,92.4932434483072,2.74999999725,0.25,0.090909091
272,7.506753985520096,2.3371816856573753E-06,92.49324367729817,2.74999999725,0.25,0.090909091
273,7.506753941658476,2.168572242946648E-06,92.49324388976923,2.74999999725,0.25,0.090909091
274,7.50675390096113,2.012126657153814E-06,92.49324408691217,2.74999999725,0.25,0.090909091
275,7.506753863199782,1.8669674008571355E-06,92.49324426983277,2.74999999725,0.25,0.090909091
276,7.50675382816262,1.7322802533907115E-06,92.49324443955709,2.74999999725,0.25,0.090909091
277,7.5067537956531165,1.6073097337566904E-06,92.4932445970371,2.74999999725,0.25,0.090909091
278,7.50675376548892,1.4913548630170883E-06,92.49324474315617,2.74999999725,0.25,0.090909091
279,7.506753737500835,1.3837652323958597E-06,92.49324487873389,2.74999999725,0.25,0.090909091
280,7.506753711531873,1.2839373550366265E-06,92.49324500453073,2.74999999725,0.25,0.090909091
281,7.50675368743637,1.1913112809525417E-06,92.49324512125231,2.74999999725,0.25,0.090909091
282,7.506753665079169,1.1053674561810382E-06,92.49324522955334,2.74999999725,0.25,0.090909091
283,7.506753644334866,1.0256238085260034E-06,92.49324533004129,2.74999999725,0.25,0.090909091
284,7.506753625087103,9.516330435408693E-07,92.49324542327982,2.74999999725,0.25,0.090909091
285,7.506753607227916,8.829801355853882E-07,92.4932455097919,2.74999999725,0.25,0.090909091
286,7.50675359065713,8.192799998830543E-07,92.49324559006283,2.74999999725,0.25,0.090909091
287,7.506753575281797,7.60175332521395E-07,92.49324566454283,2.74999999725,0.25,0.090909091
288,7.506753561015675,7.053346062793673E-07,92.49324573364967,2.74999999725,0.25,0.090909091
289,7.506753547778742,6.544502110401551E-07,92.493245797771,2.74999999725,0.25,0.090909091
290,7.506753535496751,6.07236728358662E-07,92.49324585726647,2.74999999725,0.25,0.090909091
291,7.50675352410081,5.634293305054868E-07,92.49324591246982,2.74999999725,0.25,0.090909091
292,7.506753513526997,5.22782295007379E-07,92.49324596369067,2.74999999725,0.25,0.090909091
293,7.506753503716002,4.850676263520052E-07,92.49324601121633,2.74999999725,0.25,0.090909091
294,7.506753494612794,4.5007377712595957E-07,92.49324605531339,2.74999999725,0.25,0.090909091
295,7.506753486166311,4.176044614126867E-07,92.49324609622919,2.74999999725,0.25,0.090909091
296,7.506753478329177,3.874775537944855E-07,92.49324613419323,2.74999999725,0.25,0.090909091
297,7.506753471057431,3.595240677829283E-07,92.49324616941846,2.74999999725,0.25,0.090909091
298,7.506753464310285,3.3358720794755537E-07,92.49324620210245,2.74999999725,0.25,0.090909091
299,7.506753458049893,3.095214904260899E-07,92.49324623242856,2.74999999725,0.25,0.090909091
300,7.506753452241139,2.871919268829809E-07,92.49324626056688,2.74999999725,0.25,0.090909091
301,7.506753446851442,2.664732673389721E-07,92.49324628667523,2.74999999725,0.25,0.090909091
302,7.506753441850569,2.4724929762461267E-07,92.49324631090008,2.74999999725,0.25,0.090909091
303,7.50675343721047,2.294121875170174E-07,92.49324633337729,2.74999999725,0.25,0.090909091
304,7.506753432905119,2.1286188590347716E-07,92.49324635423294,2.74999999725,0.25,0.090909091
305,7.506753428910365,1.975055595792978E-07,92.49324637358401,2.74999999725,0.25,0.090909091
306,7.506753425203801,1.8325707253199938E-07,92.49324639153906,2.74999999725,0.25,0.090909091
307,7.506753421764636,1.7003650279110026E-07,92.4932464081988,2.74999999725,0.25,0.090909091
308,7.506753418573581,1.5776969413342234E-07,92.49324642365666,2.74999999725,0.25,0.090909091
309,7.506753415612735,1.4638784012936332E-07,92.49324643799936,2.74999999725,0.25,0.090909091
310,7.506753412865492,1.3582709819698776E-07,92.49324645130734,2.74999999725,0.25,0.090909091
311,7.50675341031644,1.260282314991065E-07,92.49324646365525,2.74999999725,0.25,0.090909091
312,7.506753407951283,1.1693627667469033E-07,92.49324647511237,2.74999999725,0.25,0.090909091
313,7.506753405756753,1.085002355408719E-07,92.49324648574294,2.74999999725,0.25,0.090909091
314,7.506753403720542,1.0067278903624497E-07,92.4932464956066,2.74999999725,0.25,0.090909091
315,7.506753401831228,9.341003180092485E-08,92.49324650475867,2.74999999725,0.25,0.090909091
316,7.506753400078212,8.667122590458856E-08,92.4932465132505,2.74999999725,0.25,0.090909091
317,7.5067533984516635,8.04185723411173E-08,92.4932465211297,2.74999999725,0.25,0.090909091
318,7.506753396942457,7.461699900811938E-08,92.49324652844048,2.74999999725,0.25,0.090909091
319,7.506753395542129,6.923396398207797E-08,92.49324653522385,2.74999999725,0.25,0.090909091
320,7.506753394242823,6.423927298566379E-08,92.49324654151785,2.74999999725,0.25,0.090909091
321,7.506753393037252,5.96049100233583E-08,92.49324654735778,2.74999999725,0.25,0.090909091
322,7.506753391918654,5.530488023539682E-08,92.49324655277641,2.74999999725,0.25,0.090909091
323,7.506753390880753,5.131506408857483E-08,92.49324655780413,2.74999999725,0.25,0.090909091
324,7.50675338991773,4.761308208605118E-08,92.49324656246914,2.74999999725,0.25,0.090909091
325,7.506753389024181,4.4178169237284625E-08,92.4932465667976,2.74999999725,0.25,0.090909091
326,7.5067533881950945,4.099105858398609E-08,92.4932465708138,2.74999999725,0.25,0.090909091
327,7.50675338742582,3.803387312876577E-08,92.49324657454025,2.74999999725,0.25,0.090909091
328,7.506753386712043,3.529002556028606E-08,92.49324657799788,2.74999999725,0.25,0.090909091
329,7.506753386049759,3.274412521246327E-08,92.49324658120607,2.74999999725,0.25,0.090909091
